"","SPCODE","taxa","genus","species","variety","tolerance","native","family","hydrophyte","form","habit","group","shade","clemet.tier","odnr.class","ohio.noxious","clemet.priority","plot","month","year","species.name","cover.mn"
"320","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1025,"June",2010,"Anemonella_thalictroides",0.1275
"321","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1013,"June",2010,"Anemonella_thalictroides",0.005
"322","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1005,"June",2010,"Anemonella_thalictroides",0.5
"323","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1047,"July",2010,"Anemonella_thalictroides",0.5
"324","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1068,"July",2010,"Anemonella_thalictroides",15.75
"325","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1024,"June",2010,"Anemonella_thalictroides",0.0025
"326","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1066,"August",2010,"Anemonella_thalictroides",0.5
"327","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1028,"June",2010,"Anemonella_thalictroides",0.0025
"328","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1058,"July",2010,"Anemonella_thalictroides",0.0025
"329","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1010,"June",2010,"Anemonella_thalictroides",0.1325
"330","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1012,"June",2010,"Anemonella_thalictroides",0.25
"331","ANETHA","Anemonella_thalictroides","Anemonella","thalictroides",NA,"sensitive","native","Ranunculaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1060,"July",2010,"Anemonella_thalictroides",0.0025
"332","ANGATR","Angelica_atropurpurea","Angelica","atropurpurea",NA,"sensitive","native","Apiaceae","hydrophyte","forb","PE","DI","partial",NA,NA,NA,NA,3389,"August",2010,"Angelica_atropurpurea",0.375
"333","ANTODO","Anthoxanthum_odoratum","Anthoxanthum","odoratum",NA,"tolerant","adventive","Poaceae","upland","grass","PE","MO","advent",NA,NA,FALSE,FALSE,1015,"June",2010,"ANTHOXANTHUM_ODORATUM",0.005
"334","APIAME","Apios_americana","Apios","americana",NA,"midrange","native","Fabaceae","hydrophyte","forb","PE","DI","partial",NA,NA,NA,NA,3389,"August",2010,"Apios_americana",0.125
"335","APIAME","Apios_americana","Apios","americana",NA,"midrange","native","Fabaceae","hydrophyte","forb","PE","DI","partial",NA,NA,NA,NA,3362,"September",2010,"Apios_americana",0.125
"336","APOCAN","Apocynum_cannabinum","Apocynum","cannabinum",NA,"tolerant","native","Apocynaceae","upland","forb","PE","DI","full",NA,NA,NA,NA,3368,"August",2010,"Apocynum_cannabinum",0.3775
"337","APOCAN","Apocynum_cannabinum","Apocynum","cannabinum",NA,"tolerant","native","Apocynaceae","upland","forb","PE","DI","full",NA,NA,NA,NA,1074,"August",2010,"Apocynum_cannabinum",0.5
"338","APOCAN","Apocynum_cannabinum","Apocynum","cannabinum",NA,"tolerant","native","Apocynaceae","upland","forb","PE","DI","full",NA,NA,NA,NA,1061,"July",2010,"Apocynum_cannabinum",0.0025
"339","APOCAN","Apocynum_cannabinum","Apocynum","cannabinum",NA,"tolerant","native","Apocynaceae","upland","forb","PE","DI","full",NA,NA,NA,NA,1041,"July",2010,"Apocynum_cannabinum",0.13
"340","APOCAN","Apocynum_cannabinum","Apocynum","cannabinum",NA,"tolerant","native","Apocynaceae","upland","forb","PE","DI","full",NA,NA,NA,NA,1025,"June",2010,"Apocynum_cannabinum",0.0025
"341","ARCLAP","Arctium_lappa","Arctium","lappa",NA,"tolerant","adventive","Asteraceae","upland","forb","BI","DI","advent",NA,NA,FALSE,FALSE,1098,"August",2010,"Arctium_lappa",0.25
"342","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1086,"August",2010,"Arisaema_dracontium",0.0025
"343","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1034,"July",2010,"Arisaema_dracontium",0.75
"344","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1018,"July",2010,"Arisaema_dracontium",0.0025
"345","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1043,"July",2010,"Arisaema_dracontium",0.0025
"346","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1022,"June",2010,"Arisaema_dracontium",0.0025
"347","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1053,"July",2010,"Arisaema_dracontium",0.0025
"348","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,3367,"August",2010,"Arisaema_dracontium",0.005
"349","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,3381,"August",2010,"Arisaema_dracontium",0.125
"350","ARIDRA","Arisaema_dracontium","Arisaema","dracontium",NA,"midrange","native","Araceae","hydrophyte","forb","PE","MO","shade",NA,NA,NA,NA,1058,"July",2010,"Arisaema_dracontium",2
"351","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1008,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.13
"352","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1089,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1275
"353","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1012,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1275
"354","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1013,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.75
"355","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1080,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.25
"356","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1090,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1275
"357","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1048,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"358","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1015,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.375
"359","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1030,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"360","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1087,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"361","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1086,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",1
"362","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1010,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"363","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1009,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.6275
"364","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1028,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.3775
"365","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1038,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",1
"366","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1004,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"367","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1017,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.01
"368","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1077,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"369","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1014,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"370","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3368,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.005
"371","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1060,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.75
"372","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1034,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.005
"373","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3364,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.25
"374","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1026,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"375","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1082,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1275
"376","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1039,"July",2010,"Arisaema_triphyllum_subsp._Triphyllum",0.1275
"377","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3668,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.375
"378","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1005,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.3775
"379","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1044,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.255
"380","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1081,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1275
"381","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1025,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.3775
"382","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1075,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"383","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1057,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.2525
"384","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1024,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.13
"385","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1047,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"386","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1058,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.255
"387","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3370,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.01
"388","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1064,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.13
"389","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1003,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.255
"390","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1061,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.2525
"391","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1041,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"392","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1051,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",1.25
"393","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1031,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.625
"394","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3365,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"395","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3420,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.13
"396","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1021,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.75
"397","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3362,"September",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"398","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1092,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.255
"399","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3367,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"400","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1002,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.125
"401","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1094,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.3775
"402","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3396,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"403","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1066,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.75
"404","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3389,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.005
"405","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1022,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.6275
"406","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1045,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1275
"407","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1054,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.75
"408","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1035,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.75
"409","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1019,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.6275
"410","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1050,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"411","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1067,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",2.125
"412","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3409,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"413","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1068,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"414","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,3376,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"415","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1071,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.1325
"416","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1091,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.0025
"417","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1070,"August",2010,"Arisaema_triphyllum_subsp._triphyllum",0.3775
"418","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1018,"July",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"419","ARITRIT","Arisaema_triphyllum","Arisaema","triphyllum","triphyllum","midrange","native","Araceae","upland","forb","PE","MO","shade",NA,NA,NA,NA,1033,"June",2010,"Arisaema_triphyllum_subsp._triphyllum",0.5
"420","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1058,"July",2010,"Asarum_canadense",0.125
"421","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1068,"July",2010,"Asarum_canadense",0.125
"422","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1071,"August",2010,"Asarum_canadense",0.6275
"423","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1053,"July",2010,"Asarum_canadense",1.25
"424","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1031,"June",2010,"Asarum_canadense",0.0025
"425","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1018,"July",2010,"Asarum_canadense",0.005
"426","ASACAN","Asarum_canadense","Asarum","canadense",NA,"sensitive","native","Aristolochiaceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,3389,"August",2010,"Asarum_canadense",0.0025
"427","ASITRI","Asimina_triloba","Asimina","triloba",NA,"sensitive","native","Annonaceae","upland","sm.tree","W","DI","shade",NA,NA,NA,NA,1039,"July",2010,"Asimina_triloba",4.5
"428","ASITRI","Asimina_triloba","Asimina","triloba",NA,"sensitive","native","Annonaceae","upland","sm.tree","W","DI","shade",NA,NA,NA,NA,1090,"August",2010,"Asimina_triloba",4.75
"429","ASTCOR","Aster_cordifolius","Aster","cordifolius",NA,"midrange","native","Asteraceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1010,"June",2010,"Aster_cordifolius",0.0075
"430","ASTCOR","Aster_cordifolius","Aster","cordifolius",NA,"midrange","native","Asteraceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1090,"August",2010,"Aster_cordifolius",13.75
"431","ASTCOR","Aster_cordifolius","Aster","cordifolius",NA,"midrange","native","Asteraceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1018,"July",2010,"Aster_cordifolius",0.005
"432","ASTCOR","Aster_cordifolius","Aster","cordifolius",NA,"midrange","native","Asteraceae","upland","forb","PE","DI","shade",NA,NA,NA,NA,1034,"July",2010,"Aster_cordifolius",0.01
"433","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1021,"July",2010,"Aster_lateriflorus",0.375
"434","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1034,"July",2010,"Aster_lateriflorus",0.255
"435","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1090,"August",2010,"Aster_lateriflorus",0.0025
"436","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1013,"June",2010,"Aster_lateriflorus",0.01
"437","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1017,"June",2010,"Aster_lateriflorus",0.5
"438","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1053,"July",2010,"Aster_lateriflorus",0.75
"439","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,3980,"September",2010,"Aster_lateriflorus",0.25
"440","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,3381,"August",2010,"Aster_lateriflorus",0.6275
"441","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1065,"July",2010,"Aster_lateriflorus",2.5
"442","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1071,"August",2010,"Aster_lateriflorus",0.1275
"443","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,3385,"August",2010,"Aster_lateriflorus",0.003333333
"444","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,3386,"August",2010,"Aster_lateriflorus",0.125
"445","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1069,"July",2010,"Aster_lateriflorus",17.5
"446","ASTLAT","Aster_lateriflorus","Aster","lateriflorus",NA,"tolerant","native","Asteraceae","hydrophyte","forb","PE","DI","shade",NA,NA,NA,NA,1019,"June",2010,"Aster_lateriflorus",0.0075
